"Jan 10, 2017",9.56,LDF
"Jan 09, 2017",9.57,LDF
"Jan 06, 2017",9.54,LDF
"Jan 05, 2017",9.59,LDF
"Jan 04, 2017",9.51,LDF
"Jan 03, 2017",9.50,LDF
"Dec 30, 2016",9.27,LDF
"Dec 29, 2016",9.29,LDF
"Dec 28, 2016",9.20,LDF
"Dec 27, 2016",9.13,LDF
